# In-browser weeb-3 concurrency sweep. arms [16], rounds 2, block 160.
# Retrieval budget 30000ms. A row at the bound is "did not complete", never a duration.
# Degraded rounds (canary missed), excluded by the analyser: []
# Scheduling probe: same-origin fetch p50 40ms (ceiling 500ms), document hidden. Judge the environment, do not assume it.
# round 0 pos 0 arm 16: peers 134/66 -> 134/66, focused false
# round 1 pos 0 arm 16: peers 134/66 -> 134/66, focused false
# Summarise with: node deploy/scripts/concurrency-analysis.mjs <this file>
arm	round	ref	startMs	endMs	ms	bytes	status	overBudget
16	1	063c06c4f0	49410	52430	3020	90616	200	
16	1	8e48006810	49558	52591	3033	89112	200	
16	1	1ec8b7bdb5	49578	53398	3820	90616	200	
16	1	3b84cc4eb1	50433	53401	2968	89488	200	
16	1	dece773882	50433	53417	2984	94564	200	
16	1	88f8e5b3a6	48583	54399	5816	93624	200	
16	1	d28d41dc59	51428	54411	2983	90804	200	
16	1	de56b51e52	51426	54411	2985	90992	200	
16	1	da89f9fe20	52419	55425	3006	93812	200	
16	1	1297637bda	52425	55425	3000	87420	200	
16	1	b317b37d88	51431	55426	3995	94940	200	
16	1	705513158e	51431	55426	3995	93812	200	
16	1	516b62a483	52430	55426	2996	92872	200	
16	1	d9b8130abb	52591	55427	2836	89300	200	
16	1	5ebb5aafe2	52426	55600	3174	90616	200	
16	1	c007d9b478	53398	56407	3009	92496	200	
16	1	b925b418c4	53401	56415	3014	92308	200	
16	1	ba3afc96cb	52402	56420	4018	88172	200	
16	1	21a4dd867c	54411	56421	2010	92872	200	
16	1	e0c3a7f88a	53417	56424	3007	96256	200	
16	1	1f6e768fe0	52426	57407	4981	84788	200	
16	1	6ebacf9b12	54399	57415	3016	91556	200	
16	1	bc89dc73fc	54411	57415	3004	96256	200	
16	1	9ca8c9731a	52427	58408	5981	89112	200	
16	1	7350716937	55427	58422	2995	95128	200	
16	1	789e48ba48	55426	58423	2997	95692	200	
16	1	01e6573311	55426	58424	2998	94000	200	
16	1	262194654e	56424	58428	2004	88924	200	
16	1	1bb3a3d6c6	55425	58429	3004	97008	200	
16	1	e0f8dd1724	55600	58429	2829	91932	200	
16	1	24cbd57073	55426	58431	3005	92872	200	
16	1	186b1957b8	55425	59408	3983	96068	200	
16	1	ebb737e461	56407	59419	3012	94940	200	
16	1	55eaa68050	56415	59422	3007	93624	200	
16	1	1be36a6105	56420	59423	3003	91744	200	
16	1	630f2aabf0	57407	60401	2994	92872	200	
16	1	e10c3b6ae2	57415	60408	2993	93624	200	
16	1	3c110df652	57415	60411	2996	94564	200	
16	1	630055a80f	58431	61418	2987	89488	200	
16	1	1cfd686204	58408	61434	3026	91932	200	
16	1	70b186000a	58424	61806	3382	90616	200	
16	1	affd7f01fe	58423	62406	3983	96632	200	
16	1	2a93521687	56421	62409	5988	96632	200	
16	1	ad05d055d0	59423	62410	2987	93248	200	
16	1	ff3d0ed00d	58422	62411	3989	94376	200	
16	1	05ae59bb0b	58430	62414	3984	94000	200	
16	1	a8f24d833a	58428	62423	3995	94000	200	
16	1	12a38804f7	59419	62424	3005	94752	200	
16	1	1fef52b6e1	59408	62440	3032	92872	200	
16	1	83072832b7	60401	63414	3013	87420	200	
16	1	75e8462784	60408	63420	3012	95316	200	
16	1	87004724b6	59422	63421	3999	92120	200	
16	1	966eef33fd	58429	63430	5001	89112	200	
16	1	f438591804	60411	63431	3020	90804	200	
16	1	ec2c1d26f9	61418	64413	2995	95316	200	
16	1	b4f8a1e9a5	61434	64413	2979	88548	200	
16	1	8d57efa8a5	62409	65409	3000	86480	200	
16	1	22925d2438	62414	65418	3004	93248	200	
16	1	4265f1cddb	62411	65419	3008	87420	200	
16	1	86946299af	62440	65419	2979	94752	200	
16	1	cd851e92af	62406	65419	3013	92308	200	
16	1	a715b86aa3	61806	65420	3614	93060	200	
16	1	b61e2a6242	63420	65425	2005	93060	200	
16	1	9eadb978b4	62424	65591	3167	92308	200	
16	1	de18959592	62410	65592	3182	87420	200	
16	1	21ce841138	62423	66405	3982	87984	200	
16	1	cd0170fc3a	63421	66407	2986	91744	200	
16	1	fd40581645	63414	66414	3000	92872	200	
16	1	9b36b5ad4c	63431	67394	3963	93436	200	
16	1	9e6754266e	64413	67404	2991	96068	200	
16	1	15438251e9	65419	67405	1986	89676	200	
16	1	d64fd4cafc	64413	67420	3007	93436	200	
16	1	bf143370fd	65418	68416	2998	96068	200	
16	1	012f3bd246	63430	68418	4988	95880	200	
16	1	8d5dfaad71	65419	68418	2999	92308	200	
16	1	7b5bb1dd50	65420	68425	3005	94000	200	
16	1	4c3c1d6740	65409	68426	3017	94564	200	
16	1	557b9da73c	66405	69417	3012	90804	200	
16	1	13e08f1429	66414	69421	3007	94752	200	
16	1	06fd705d97	65425	70402	4977	91556	200	
16	1	28ccd3563b	67394	70413	3019	94000	200	
16	1	b423ffd47e	65591	70416	4825	96632	200	
16	1	44a42fa81f	65419	70418	4999	94376	200	
16	1	5b09da1eb6	67405	70418	3013	97196	200	
16	1	0453424c42	67420	70420	3000	91932	200	
16	1	60e1f3ef19	67404	70423	3019	89488	200	
16	1	bf45d37b85	65592	70423	4831	95504	200	
16	1	4bb97c13f7	68416	71406	2990	96820	200	
16	1	60a07a12c2	68418	71408	2990	94564	200	
16	1	c1d033bd9b	66407	71408	5001	97384	200	
16	1	31ccf6b1ad	68418	71420	3002	90052	200	
16	1	021eba2271	70402	72414	2012	91932	200	
16	1	06f465d07b	68425	72415	3990	91932	200	
16	1	a328a92932	69421	72418	2997	90804	200	
16	1	63da850b87	68426	72418	3992	87796	200	
16	1	d05e63224e	70413	72608	2195	90992	200	
16	1	9c5f05ace0	70423	73415	2992	88548	200	
16	1	ba9d13c3fb	70416	73416	3000	90616	200	
16	1	a3ccfbac5f	69417	73418	4001	94188	200	
16	1	917a033a73	70420	73420	3000	90428	200	
16	1	aaef7d805a	70418	73420	3002	89300	200	
16	1	f3f248018e	70423	73420	2997	91368	200	
16	1	b73ad7d5e7	70418	73425	3007	94752	200	
warm	-1	a3ccfbac5f	73426	73427	1	94188	200	
warm	-1	917a033a73	73427	73429	2	90428	200	
warm	-1	aaef7d805a	73429	73430	1	89300	200	
warm	-1	f3f248018e	73430	73431	1	91368	200	
warm	-1	b73ad7d5e7	73431	73432	1	94752	200	
