# In-browser weeb-3 concurrency sweep. arms [32], rounds 1, block 160.
# Retrieval budget 30000ms. A row at the bound is "did not complete", never a duration.
# Degraded rounds (canary missed), excluded by the analyser: []
# Scheduling probe: same-origin fetch p50 41ms (ceiling 500ms), document hidden. Judge the environment, do not assume it.
# round 0 pos 0 arm 32: peers 134/66 -> 134/66, focused false
# Summarise with: node deploy/scripts/concurrency-analysis.mjs <this file>
arm	round	ref	startMs	endMs	ms	bytes	status	overBudget
32	0	0e2a8f4184	18470	22470	4000	90804	200	
32	0	9d509c5988	19444	22477	3033	91180	200	
32	0	cff4188de1	18475	22648	4173	91556	200	
32	0	f445267cbc	20451	23442	2991	92872	200	
32	0	a30ded3b3f	19448	23460	4012	97760	200	
32	0	48ae751fdd	19459	23462	4003	93436	200	
32	0	5cbaf7568c	20454	24449	3995	96256	200	
32	0	fd4168823d	21445	24451	3006	94564	200	
32	0	457f971342	19653	24455	4802	98512	200	
32	0	6435f6e18a	21452	24456	3004	91180	200	
32	0	7725d8bc22	20451	24456	4005	98324	200	
32	0	f973660802	21469	24457	2988	93812	200	
32	0	498da3a5cb	20458	24495	4037	95880	200	
32	0	7dd24d414c	20455	24630	4175	91744	200	
32	0	d2f4107a57	20450	24645	4195	95880	200	
32	0	082e36de4f	21855	25456	3601	88924	200	
32	0	54ef0e3995	22470	25599	3129	93812	200	
32	0	fe46b4c75a	22648	25606	2958	93812	200	
32	0	a1dd76b462	22469	26460	3991	94940	200	
32	0	a445c76986	22467	26463	3996	93624	200	
32	0	9ca86b6275	23460	26464	3004	93812	200	
32	0	6445b7ea80	23442	26464	3022	88172	200	
32	0	b9af1ac26c	22470	26475	4005	96444	200	
32	0	beff5267e2	23462	26632	3170	87984	200	
32	0	2b05a3f419	24449	27455	3006	93060	200	
32	0	e943db13a6	24645	27462	2817	87608	200	
32	0	1346b54dfb	22467	27477	5010	90992	200	
32	0	33b912b0af	24451	27482	3031	94752	200	
32	0	fe9c7f1c7a	24457	27646	3189	95128	200	
32	0	b1c252b1e8	22477	28452	5975	91180	200	
32	0	3a734e373f	25456	28452	2996	92872	200	
32	0	7996ebe408	25599	28461	2862	91932	200	
32	0	1b96781c34	24456	28465	4009	88548	200	
32	0	bff7094fea	25606	28466	2860	88360	200	
32	0	6ed328da05	24456	28466	4010	93248	200	
32	0	6620077f3c	24455	28637	4182	92496	200	
32	0	49b1d1a40e	24630	28669	4039	91932	200	
32	0	70f5c6f3d6	26463	29457	2994	86292	200	
32	0	37383baecb	24495	29462	4967	92684	200	
32	0	199a990c8f	26475	29637	3162	91368	200	
32	0	2290a45b23	27455	30467	3012	93624	200	
32	0	54d57f788d	27477	30468	2991	93248	200	
32	0	bc9cedcdac	26460	30469	4009	87420	200	
32	0	24a6f49fe2	27462	30471	3009	93436	200	
32	0	a36318c4b3	27646	30471	2825	92872	200	
32	0	71d3fd7fe7	27482	30471	2989	96820	200	
32	0	ac76b07c28	26632	30471	3839	93812	200	
32	0	9404c2c6d2	26464	30651	4187	88924	200	
32	0	73494e6c7c	28461	31445	2984	97008	200	
32	0	64a5ddeefd	28452	31450	2998	94376	200	
32	0	8a21779917	28452	31450	2998	93248	200	
32	0	d10823b6e4	26464	31450	4986	92872	200	
32	0	71bb1d1b07	1373	32050	30677	0	0	over-budget
32	0	5f4758aa13	1374	32050	30676	0	0	over-budget
32	0	c1fb80222e	1374	32050	30676	0	0	over-budget
32	0	819e94d4ff	1374	32050	30676	0	0	over-budget
32	0	85915225ee	1374	32050	30676	0	0	over-budget
32	0	87e6b2d8bd	1374	32050	30676	0	0	over-budget
32	0	75994a3dbe	1375	32050	30675	0	0	over-budget
32	0	206f57bb50	1375	32050	30675	0	0	over-budget
32	0	2fa4dd9139	1375	32050	30675	0	0	over-budget
32	0	e017044d6d	1376	32050	30674	0	0	over-budget
32	0	6897d83e81	1376	32050	30674	0	0	over-budget
32	0	bfc5728877	22469	53052	30583	0	0	over-budget
warm	-1	9404c2c6d2	53053	53059	6	88924	200	
warm	-1	73494e6c7c	53059	53062	3	97008	200	
warm	-1	64a5ddeefd	53062	53064	2	94376	200	
warm	-1	8a21779917	53064	53066	2	93248	200	
warm	-1	d10823b6e4	53066	53067	1	92872	200	
