# In-browser weeb-3 concurrency sweep. arms [1,4], rounds 2, block 90.
# Retrieval budget 30000ms. A row at the bound is "did not complete", never a duration.
# Degraded rounds (canary missed), excluded by the analyser: []
# Scheduling probe: same-origin fetch p50 39ms (ceiling 500ms), document visible. Judge the environment, do not assume it.
# round 0 pos 0 arm 1: peers 200/0 -> 200/0, focused true
# round 0 pos 1 arm 4: peers 200/0 -> 200/0, focused true
# round 1 pos 0 arm 4: peers 200/0 -> 200/0, focused true
# round 1 pos 1 arm 1: peers 200/0 -> 200/0, focused true
# Summarise with: node deploy/scripts/concurrency-analysis.mjs <this file>
arm	round	ref	startMs	endMs	ms	bytes	status	overBudget
canary	0	001c74f611	564	7652	7088	4379272	200	
1	0	b32cbc028b	7652	9831	2179	431648	200	
1	0	61412bbacf	9832	11412	1580	421496	200	
1	0	19278627a5	11412	12766	1354	419240	200	
1	0	2c0ea866b2	12766	14163	1397	419052	200	
1	0	a89a25c2c8	14163	15369	1206	412848	200	
1	0	feb1f61698	15369	16561	1192	399124	200	
1	0	c1a89c07da	16561	17783	1222	407584	200	
1	0	99dad5abc6	17783	19045	1262	413788	200	
1	0	e3307383cf	19045	20257	1212	391604	200	
1	0	03e5493c4d	20257	21443	1186	410780	200	
1	0	c4ecf455d6	21443	22648	1205	417736	200	
1	0	49678f5916	22648	23837	1189	418488	200	
1	0	d4542cdb57	23837	25204	1367	414916	200	
1	0	cac6f70e8c	25204	26384	1180	414916	200	
1	0	9a4cc868eb	26384	27569	1185	415104	200	
1	0	8f343356f7	27569	28574	1005	419052	200	
1	0	7cc8779389	28574	29772	1198	416232	200	
1	0	2ab256ae02	29772	30960	1188	419616	200	
1	0	d768b06fe2	30960	32132	1172	408712	200	
1	0	89fe7cbd53	32132	33333	1201	403260	200	
1	0	0ade7fa6fa	33333	34525	1192	409464	200	
1	0	ead0deb257	34525	35729	1204	420368	200	
1	0	983c23aedb	35729	37121	1392	420744	200	
1	0	2460bd3b88	37121	38306	1185	415292	200	
1	0	3e22f057e7	38306	39506	1200	433716	200	
1	0	23c0063aa5	39506	40715	1209	430708	200	
1	0	4c3aad2e63	40715	42300	1585	401380	200	
1	0	a5dcea20d0	42300	43475	1175	406080	200	
1	0	8d50f97219	43475	44686	1211	414352	200	
1	0	e210279b1d	44686	45706	1020	404012	200	
1	0	a6320d60a5	45706	46716	1010	420368	200	
1	0	0ac2fbf369	46716	47890	1174	422624	200	
1	0	97ab99de5c	47890	48936	1046	422060	200	
1	0	9944252f08	48936	50122	1186	411532	200	
1	0	1be63d419f	50122	51908	1786	423752	200	
1	0	507fc5bbf1	51908	53483	1575	419428	200	
1	0	d1bb9579ef	53483	54658	1175	410216	200	
1	0	88f6dbb408	54658	56408	1750	409840	200	
1	0	a9ab7da5e3	56408	57600	1192	417736	200	
1	0	483084e2a5	57600	58802	1202	413976	200	
1	0	e26cbe2895	58802	60170	1368	411532	200	
1	0	6c9f8e259f	60170	62493	2323	410028	200	
1	0	e1641b8abd	62493	63939	1446	428640	200	
