arm	round	gop	index	declaredDurationS	segmentBytes	videoPacketCount	unservedForMs	fetchAttempts
1	1	0.5	454	0.834	185556	15	0	1
1	1	0.5	456	1.034	192136	15	0	1
1	1	0.5	458	0.834	176532	15	0	1
1	1	0.5	459	1.134	189880	15	0	1
1	1	0.5	460	1.001	192136	15	0	1
1	1	0.5	461	0.833	190444	15	0	1
1	1	0.5	462	0.901	186496	15	0	1
1	1	0.5	463	1.167	200220	15	0	1
1	1	0.5	464	1.068	206048	15	0	1
1	1	0.5	465	0.733	178224	15	0	1
1	1	0.5	466	1.034	191948	15	0	1
1	1	0.5	468	0.866	177284	15	0	1
1	1	0.5	469	1	195144	15	0	1
1	1	0.5	470	1	195708	15	0	1
1	1	0.5	471	1.134	207176	15	0	1
1	1	0.5	472	1.134	204356	15	0	1
1	1	0.5	473	0.834	182736	15	0	1
1	1	0.5	475	0.768	186684	15	0	1
1	1	0.5	476	0.766	181420	15	0	1
1	1	0.5	477	0.766	182736	15	0	1
1	1	0.5	478	0.701	181232	15	0	1
1	1	0.5	479	1.168	187436	15	0	1
1	1	0.5	482	0.733	185744	15	0	1
1	1	0.5	483	0.901	195144	15	0	1
1	1	0.5	484	1.101	193264	15	0	1
1	1	0.5	485	1.034	199280	15	0	1
1	1	0.5	486	1.034	191572	15	0	1
1	1	0.5	489	0.901	185368	15	0	1
2	1	1	494	1.199	376940	30	0	1
2	1	1	495	1.267	381264	30	0	1
2	1	1	496	1.133	369420	30	0	1
2	1	1	497	1.234	373368	30	0	1
2	1	1	498	1.1	386340	30	0	1
2	1	1	499	1.234	400628	30	0	1
2	1	1	500	1.133	377128	30	0	1
2	1	1	501	1.234	373556	30	0	1
2	1	1	502	1.233	369796	30	0	1
2	1	1	503	1.1	383896	30	0	1
2	1	1	504	1.067	373744	30	0	1
2	1	1	506	1.301	388220	30	0	1
2	1	1	507	1.1	355884	30	0	1
2	1	1	508	1.133	366036	30	0	1
2	1	1	509	1.301	390664	30	0	1
2	1	1	510	1.334	400064	30	0	1
2	1	1	512	1.033	353440	30	0	1
2	1	1	513	1.033	359644	30	0	1
2	1	1	514	1.233	397808	30	0	1
2	1	1	515	1.266	390100	30	0	1
2	1	1	516	1.201	387280	30	0	1
2	1	1	517	1.233	382392	30	0	1
2	1	1	518	1.2	372052	30	0	1
2	1	1	520	1.267	401192	30	0	1
2	1	1	521	1.233	381452	30	0	1
2	1	1	522	1.033	357764	30	0	1
2	1	1	523	1.134	367352	30	0	1
2	1	1	524	1.166	377128	30	0	1
2	1	1	525	1.2	395552	30	0	1
2	1	1	526	1.233	400440	30	0	1
2	1	1	527	1.301	391040	30	0	1
2	1	1	528	1.268	372240	30	0	1
2	1	1	530	1.134	384836	30	0	1
2	1	1	531	1.267	394424	30	0	1
2	1	1	532	1.133	381640	30	0	1
2	1	1	533	1.201	369796	30	0	1
2	1	1	534	1.233	383144	30	0	1
2	1	1	535	1.334	402696	30	0	1
2	1	1	536	1.099	383144	30	0	1
2	1	1	537	1.2	379196	30	0	1
2	1	1	538	1.267	373368	30	0	1
2	1	1	539	1.267	379760	30	0	1
2	1	1	540	1.267	397808	30	0	1
2	1	1	542	1.134	368292	30	0	1
2	1	1	543	1.199	376940	30	0	1
2	1	1	544	1.099	352124	30	0	1
2	1	1	545	1.334	406456	30	0	1
2	1	1	546	1.234	378820	30	0	1
2	1	1	547	1	360020	30	0	1
2	1	1	549	1.301	366224	30	0	1
2	1	1	550	1.2	373556	30	0	1
2	1	1	551	1.133	378256	30	0	1
2	1	1	552	1.233	377316	30	0	1
2	1	1	553	1.201	380700	30	0	1
2	1	1	554	1.2	365096	30	0	1
