arm	round	gop	index	declaredDurationS	segmentBytes	videoPacketCount	unservedForMs	fetchAttempts
2	1	1	721	1.2	394048	30	0	1
2	1	1	722	1.268	384648	30	0	1
2	1	1	723	1.2	376376	30	0	1
2	1	1	724	1.133	370736	30	0	1
2	1	1	725	1.2	401568	30	0	1
2	1	1	726	1.134	379948	30	0	1
2	1	1	727	1.166	387468	30	0	1
2	1	1	729	1	350244	30	0	1
2	1	1	731	1.201	396304	30	0	1
2	1	1	732	1.233	392356	30	0	1
2	1	1	733	1.267	383896	30	0	1
2	1	1	735	1.166	381640	30	0	1
2	1	1	736	1.133	390664	30	0	1
2	1	1	737	1.3	401004	30	0	1
2	1	1	738	1.266	383708	30	0	1
2	1	1	739	1.267	374684	30	0	1
2	1	1	740	1.2	378068	30	0	1
2	1	1	741	1.066	373368	30	0	1
2	1	1	742	1.166	379196	30	0	1
2	1	1	743	1.334	383708	30	0	1
2	1	1	744	1.3	375436	30	0	1
2	1	1	745	1.266	377692	30	0	1
2	1	1	747	1	357388	30	0	1
2	1	1	748	1.233	385964	30	0	1
2	1	1	749	1.2	385400	30	0	1
2	1	1	751	1.166	385024	30	0	1
2	1	1	752	1.267	395176	30	0	1
2	1	1	753	1.033	373180	30	0	1
2	1	1	754	1.199	372616	30	0	1
2	1	1	755	1.267	364344	30	0	1
2	1	1	756	1.268	396304	30	0	1
2	1	1	757	1.3	393108	30	0	1
2	1	1	758	1.267	389912	30	0	1
2	1	1	759	1.133	375812	30	0	1
2	1	1	760	1.167	366224	30	0	1
2	1	1	761	1.066	370736	30	0	1
2	1	1	762	1.3	396868	30	0	1
2	1	1	763	1.2	391604	30	0	1
2	1	1	764	0.999	355132	30	0	1
2	1	1	766	1.099	365096	30	0	1
2	1	1	768	1.266	388596	30	0	1
2	1	1	769	1.268	386528	30	0	1
2	1	1	770	1.233	371300	30	0	1
2	1	1	771	1.134	361900	30	0	1
2	1	1	772	1.166	378444	30	0	1
2	1	1	773	1.2	388596	30	0	1
2	1	1	774	1.168	372616	30	0	1
2	1	1	775	1.266	377504	30	0	1
2	1	1	776	1.099	359456	30	0	1
2	1	1	777	1.266	390288	30	0	1
2	1	1	778	1.267	390100	30	0	1
2	1	1	779	1.167	385776	30	0	1
2	1	1	780	1.268	395176	30	0	1
2	1	1	781	1.267	388032	30	0	1
2	1	1	782	1.133	384460	30	0	1
2	1	1	783	1.234	392920	30	0	1
2	1	1	784	1.233	383520	30	0	1
2	1	1	786	1.266	377316	30	0	1
2	1	1	787	1.334	403260	30	0	1
2	1	1	789	1	369796	30	0	1
2	1	1	790	1.2	385588	30	0	1
2	1	1	791	1.066	358328	30	0	1
2	1	1	792	1.199	372052	30	0	1
2	1	1	793	1.166	388784	30	0	1
2	1	1	795	1.2	385212	30	0	1
2	1	1	796	1.033	360960	30	0	1
2	1	1	797	1.1	365472	30	0	1
2	1	1	798	1.1	375436	30	0	1
2	1	1	799	1.301	401944	30	0	1
2	1	1	800	1.234	379384	30	0	1
2	1	1	801	1.167	374496	30	0	1
2	1	1	802	1.201	373368	30	0	1
2	1	1	803	1.233	381452	30	0	1
2	1	1	804	1.099	385776	30	0	1
2	1	1	805	1.033	372992	30	0	1
2	1	1	806	1	367540	30	0	1
2	1	1	807	1.066	362088	30	0	1
2	1	1	808	1.199	372428	30	0	1
2	1	1	809	1.267	391792	30	0	1
2	1	1	810	1.267	399688	30	0	1
2	1	1	811	1.267	388032	30	0	1
2	1	1	812	1.067	372052	30	0	1
2	1	1	814	1.066	375060	30	0	1
2	1	1	815	1.167	394048	30	0	1
2	1	1	816	1.166	393860	30	0	1
2	1	1	818	1.267	372992	30	0	1
2	1	1	819	1.166	382392	30	0	1
2	1	1	820	1.234	399876	30	0	1
2	1	1	821	1.2	393672	30	0	1
2	1	1	822	1	361336	30	0	1
2	1	1	823	1.134	374872	30	0	1
2	1	1	824	1.067	354380	30	0	1
2	1	1	825	1	367728	30	0	1
2	1	1	826	1.234	399500	30	0	1
2	1	1	827	1.267	396680	30	0	1
2	1	1	828	1.268	373556	30	0	1
2	1	1	830	1.2	394988	30	0	1
2	1	1	831	1.234	393672	30	0	1
2	1	1	832	1.133	370360	30	0	1
2	1	1	833	1.133	373368	30	0	1
2	1	1	834	1.301	377316	30	0	1
2	1	1	835	1.167	376188	30	0	1
2	1	1	836	1.201	395552	30	0	1
2	1	1	837	1.2	391604	30	0	1
2	1	1	838	1.233	385024	30	0	1
2	1	1	839	1.267	375624	30	0	1
2	1	1	840	1.301	402884	30	0	1
2	1	1	841	1.301	399124	30	0	1
2	1	1	842	1.166	381076	30	0	1
2	1	1	843	1.233	378068	30	0	1
2	1	1	844	1.268	375624	30	0	1
2	1	1	845	1.267	392168	30	0	1
2	1	1	846	1.166	392920	30	0	1
2	1	1	847	1.167	382204	30	0	1
2	1	1	848	1.267	385024	30	0	1
2	1	1	849	1	353064	30	0	1
2	1	1	850	1.201	379196	30	0	1
2	1	1	851	1.2	384084	30	0	1
2	1	1	853	1.133	377128	30	0	1
2	1	1	854	0.999	357012	30	0	1
2	1	1	855	1.234	379008	30	0	1
2	1	1	856	1	363968	30	0	1
2	1	1	858	1.301	400816	30	0	1
2	1	1	859	1.067	366412	30	0	1
2	1	1	860	1.167	361712	30	0	1
2	1	1	861	1.233	387092	30	0	1
2	1	1	862	1.1	379384	30	0	1
2	1	1	864	1.1	378820	30	0	1
2	1	1	865	1.166	375812	30	0	1
2	1	1	866	1.368	396868	30	0	1
2	1	1	867	1.234	398560	30	0	1
2	1	1	868	1.268	407584	30	0	1
2	1	1	869	1.067	374496	30	0	1
2	1	1	870	1.266	376752	30	0	1
2	1	1	871	1.334	403260	30	0	1
2	1	1	872	1.367	407396	30	0	1
2	1	1	873	1.166	381076	30	0	1
2	1	1	874	1.201	385024	30	0	1
2	1	1	875	1.268	378068	30	0	1
2	1	1	876	1.267	379008	30	0	1
2	1	1	877	1.201	386528	30	0	1
2	1	1	878	1.1	371300	30	0	1
2	1	1	879	1.167	379760	30	0	1
2	1	1	881	1.233	383144	30	0	1
2	1	1	882	1.066	383144	30	0	1
2	1	1	883	1.134	380324	30	0	1
2	1	1	884	1.133	372240	30	0	1
2	1	1	885	1.267	381452	30	0	1
2	1	1	886	1.267	366976	30	0	1
2	1	1	887	1.166	380324	30	0	1
2	1	1	889	1.1	385024	30	0	1
2	1	1	891	1.266	379008	30	0	1
2	1	1	892	1.199	385588	30	0	1
2	1	1	893	1.066	384648	30	0	1
2	1	1	894	1.2	389160	30	0	1
2	1	1	895	1.234	380700	30	0	1
3	1	2	898	2.066	928156	60	0	1
3	1	2	899	1.999	884728	60	0	1
3	1	2	900	1.999	924772	60	0	1
3	1	2	901	1.999	914244	60	0	1
3	1	2	902	1.999	879840	60	0	1
3	1	2	903	1.999	903528	60	0	1
3	1	2	904	1.999	893376	60	0	1
3	1	2	905	1.999	903528	60	0	1
3	1	2	906	1.999	915748	60	0	1
3	1	2	907	1.999	901648	60	0	1
3	1	2	908	1.999	892436	60	0	1
3	1	2	909	1.999	926276	60	0	1
3	1	2	910	1.999	899204	60	0	1
3	1	2	911	1.999	884164	60	0	1
3	1	2	913	1.999	892248	60	0	1
3	1	2	914	1.999	895068	60	0	1
3	1	2	915	1.999	921200	60	0	1
3	1	2	916	1.999	903716	60	0	1
3	1	2	917	1.999	889052	60	0	1
3	1	2	918	1.999	907664	60	0	1
3	1	2	919	1.999	913492	60	0	1
3	1	2	920	1.999	925148	60	0	1
3	1	2	921	1.999	917252	60	0	1
3	1	2	922	1.999	892624	60	0	1
3	1	2	923	1.999	908980	60	0	1
3	1	2	924	1.999	940188	60	0	1
3	1	2	925	1.999	907664	60	0	1
3	1	2	926	1.999	921012	60	0	1
3	1	2	927	1.999	919884	60	0	1
3	1	2	928	1.999	901836	60	0	1
3	1	2	929	1.999	905032	60	0	1
3	1	2	930	1.999	915748	60	0	1
3	1	2	931	1.999	902024	60	0	1
3	1	2	932	1.999	925900	60	0	1
3	1	2	933	1.999	932104	60	0	1
3	1	2	934	1.999	912176	60	0	1
3	1	2	935	1.999	931164	60	0	1
3	1	2	936	1.999	921576	60	0	1
3	1	2	937	1.999	894128	60	0	1
3	1	2	938	1.999	918944	60	0	1
3	1	2	939	1.999	919320	60	0	1
3	1	2	940	1.999	912552	60	0	1
3	1	2	941	1.999	930600	60	0	1
3	1	2	942	1.999	912928	60	0	1
3	1	2	943	1.999	891684	60	0	1
3	1	2	944	1.999	906348	60	0	1
3	1	2	945	1.999	902776	60	0	1
3	1	2	946	1.999	895256	60	0	1
3	1	2	947	1.999	914996	60	0	1
3	1	2	948	1.999	914620	60	0	1
3	1	2	949	1.999	912552	60	0	1
3	1	2	950	1.999	935488	60	0	1
3	1	2	951	1.999	894880	60	0	1
3	1	2	952	1.999	904280	60	0	1
3	1	2	953	1.999	946392	60	0	1
3	1	2	954	1.999	888112	60	0	1
3	1	2	955	1.999	906536	60	0	1
3	1	2	956	1.999	918380	60	0	1
3	1	2	957	1.999	913868	60	0	1
3	1	2	958	1.999	915184	60	0	1
3	1	2	959	1.999	922704	60	0	1
3	1	2	960	1.999	889804	60	0	1
3	1	2	961	1.999	924396	60	0	1
3	1	2	962	1.999	917252	60	0	1
3	1	2	963	1.999	906160	60	0	1
3	1	2	964	1.999	924960	60	0	1
3	1	2	965	1.999	943384	60	0	1
3	1	2	966	1.999	914056	60	0	1
3	1	2	967	1.999	918004	60	0	1
3	1	2	968	1.999	921200	60	0	1
3	1	2	969	1.999	898452	60	0	1
3	1	2	970	1.999	933044	60	0	1
3	1	2	971	1.999	923080	60	0	1
3	1	2	972	1.999	894880	60	0	1
3	1	2	973	1.999	920260	60	0	1
3	1	2	974	1.999	933420	60	0	1
3	1	2	975	1.999	894504	60	0	1
3	1	2	976	1.999	925900	60	0	1
3	1	2	977	1.999	914996	60	0	1
3	1	2	978	1.999	916312	60	0	1
3	1	2	979	1.999	927028	60	0	1
3	1	2	980	1.999	904656	60	0	1
3	1	2	981	1.999	922892	60	0	1
3	1	2	982	1.999	944700	60	0	1
3	1	2	983	1.999	910296	60	0	1
3	1	2	984	1.999	904844	60	0	1
3	1	2	985	1.999	937556	60	0	1
3	1	2	986	1.999	893000	60	0	1
3	1	2	987	1.999	899016	60	0	1
3	1	2	988	1.999	908792	60	0	1
3	1	2	989	1.999	906912	60	0	1
3	1	2	990	1.999	940188	60	0	1
3	1	2	991	1.999	917816	60	0	1
3	1	2	992	1.999	899580	60	0	1
3	1	2	993	1.999	896948	60	0	1
3	1	2	994	1.999	897136	60	0	1
3	1	2	995	1.999	903528	60	0	1
3	1	2	996	1.999	941504	60	0	1
3	1	2	997	1.999	918192	60	0	1
3	1	2	998	1.999	899768	60	0	1
3	1	2	999	1.999	932292	60	0	1
3	1	2	1000	1.999	902212	60	0	1
3	1	2	1001	1.999	890744	60	0	1
3	1	2	1002	1.999	911424	60	0	1
3	1	2	1003	1.999	902588	60	0	1
3	1	2	1004	1.999	912552	60	0	1
3	1	2	1005	1.999	934736	60	0	1
3	1	2	1006	1.999	906160	60	0	1
3	1	2	1007	1.999	910672	60	0	1
3	1	2	1008	1.999	924396	60	0	1
3	1	2	1009	1.999	911048	60	0	1
3	1	2	1010	1.999	927592	60	0	1
3	1	2	1011	1.999	911424	60	0	1
3	1	2	1012	1.999	898828	60	0	1
3	1	2	1013	1.999	932104	60	0	1
3	1	2	1014	1.999	917816	60	0	1
3	1	2	1015	1.999	909920	60	0	1
3	1	2	1016	1.999	939436	60	0	1
3	1	2	1017	1.999	924584	60	0	1
3	1	2	1018	1.999	904656	60	0	1
3	1	2	1019	1.999	914620	60	0	1
3	1	2	1020	1.999	910672	60	0	1
3	1	2	1021	1.999	898264	60	0	1
3	1	2	1022	1.999	941128	60	0	1
3	1	2	1023	1.999	904280	60	0	1
3	1	2	1024	1.999	911612	60	0	1
3	1	2	1025	1.999	925336	60	0	1
3	1	2	1026	1.999	907664	60	0	1
3	1	2	1027	1.999	899956	60	0	1
3	1	2	1028	1.999	920260	60	0	1
3	1	2	1029	1.999	910860	60	0	1
3	1	2	1030	1.999	922516	60	0	1
3	1	2	1031	1.999	930224	60	0	1
3	1	2	1032	1.999	894316	60	0	1
3	1	2	1033	1.999	901460	60	0	1
3	1	2	1034	1.999	929096	60	0	1
3	1	2	1035	1.999	889052	60	0	1
3	1	2	1036	1.999	912740	60	0	1
3	1	2	1037	1.999	908228	60	0	1
3	1	2	1038	1.999	913304	60	0	1
3	1	2	1039	1.999	920260	60	0	1
3	1	2	1040	1.999	920260	60	0	1
3	1	2	1041	1.999	889052	60	0	1
3	1	2	1042	1.999	932480	60	0	1
3	1	2	1043	1.999	907100	60	0	1
3	1	2	1044	1.999	904656	60	0	1
3	1	2	1045	1.999	907664	60	0	1
3	1	2	1046	1.999	905596	60	0	1
3	1	2	1047	1.999	912364	60	0	1
3	1	2	1048	1.999	943572	60	0	1
3	1	2	1049	1.999	894880	60	0	1
3	1	2	1050	1.999	902776	60	0	1
3	1	2	1051	1.999	917064	60	0	1
3	1	2	1052	1.999	878148	60	0	1
3	1	2	1053	1.999	918380	60	0	1
3	1	2	1054	1.999	915936	60	0	1
3	1	2	1055	1.999	926652	60	0	1
3	1	2	1056	1.999	929472	60	0	1
3	1	2	1057	1.999	921952	60	0	1
3	1	2	1058	1.999	900144	60	0	1
3	1	2	1059	1.999	913680	60	0	1
3	1	2	1060	1.999	896572	60	0	1
3	1	2	1061	1.999	912364	60	0	1
3	1	2	1062	1.999	910860	60	0	1
3	1	2	1063	1.999	911048	60	0	1
3	1	2	1064	1.999	899392	60	0	1
3	1	2	1065	1.999	926088	60	0	1
3	1	2	1066	1.999	911612	60	0	1
3	1	2	1067	1.999	894504	60	0	1
3	1	2	1068	1.999	924020	60	0	1
3	1	2	1069	1.999	904656	60	0	1
3	1	2	1070	1.999	916876	60	0	1
3	1	2	1071	1.999	924208	60	0	1
3	1	2	1072	1.999	909356	60	0	1
3	1	2	1073	1.999	914808	60	0	1
3	1	2	1074	1.999	906536	60	0	1
3	1	2	1075	1.999	899580	60	0	1
3	1	2	1076	1.999	915748	60	0	1
3	1	2	1077	1.999	934360	60	0	1
3	1	2	1078	1.999	894880	60	0	1
3	1	2	1079	1.999	926088	60	0	1
3	1	2	1080	1.999	931164	60	0	1
3	1	2	1081	1.999	911612	60	0	1
3	1	2	1082	1.999	928720	60	0	1
3	1	2	1083	1.999	916876	60	0	1
3	1	2	1084	1.999	902400	60	0	1
3	1	2	1085	1.999	921388	60	0	1
3	1	2	1086	1.999	924396	60	0	1
3	1	2	1087	1.999	912176	60	0	1
3	1	2	1088	1.999	927592	60	0	1
3	1	2	1089	1.999	927968	60	0	1
3	1	2	1090	1.999	890180	60	0	1
3	1	2	1091	1.999	929660	60	0	1
3	1	2	1092	1.999	905032	60	0	1
3	1	2	1093	1.999	901084	60	0	1
3	1	2	1094	1.999	917816	60	0	1
3	1	2	1095	1.999	906912	60	0	1
3	1	2	1096	1.999	908792	60	0	1
3	1	2	1097	1.999	922516	60	0	1
3	1	2	1098	1.999	898264	60	0	1
3	1	2	1099	1.999	929660	60	0	1
3	1	2	1100	1.999	904656	60	0	1
3	1	2	1102	1.999	918380	60	0	1
3	1	2	1103	1.999	925336	60	0	1
3	1	2	1104	1.999	925712	60	0	1
3	1	2	1105	1.999	903528	60	0	1
3	1	2	1106	1.999	933796	60	0	1
3	1	2	1107	1.999	911048	60	0	1
3	1	2	1108	1.999	913680	60	0	1
3	1	2	1109	1.999	898264	60	0	1
3	1	2	1110	1.999	907852	60	0	1
3	1	2	1111	1.999	926464	60	0	1
3	1	2	1112	1.999	926652	60	0	1
3	1	2	1113	1.999	903340	60	0	1
3	1	2	1114	1.999	924960	60	0	1
3	1	2	1115	1.999	908980	60	0	1
3	1	2	1116	1.999	895068	60	0	1
3	1	2	1117	1.999	939436	60	0	1
3	1	2	1118	1.999	910484	60	0	1
3	1	2	1119	1.999	906160	60	0	1
3	1	2	1120	1.999	945640	60	0	1
3	1	2	1121	1.999	906160	60	0	1
3	1	2	1122	1.999	906912	60	0	1
3	1	2	1123	1.999	924960	60	0	1
3	1	2	1124	1.999	911800	60	0	1
3	1	2	1125	1.999	897136	60	0	1
3	1	2	1126	1.999	918004	60	0	1
3	1	2	1127	1.999	890180	60	0	1
3	1	2	1128	1.999	914808	60	0	1
3	1	2	1129	1.999	926840	60	0	1
3	1	2	1130	1.999	914244	60	0	1
3	1	2	1131	1.999	908416	60	0	1
3	1	2	1132	1.999	907852	60	0	1
3	1	2	1133	1.999	903528	60	0	1
3	1	2	1134	1.999	926652	60	0	1
3	1	2	1135	1.999	914244	60	0	1
3	1	2	1136	1.999	899016	60	0	1
3	1	2	1137	1.999	934924	60	0	1
3	1	2	1138	1.999	912740	60	0	1
4	2	2	1142	2.166	720604	60	0	1
4	2	2	1143	2.1	722484	60	0	1
4	2	2	1144	2.033	773620	60	0	1
4	2	2	1145	1.999	753504	60	0	1
4	2	2	1146	1.999	758768	60	0	1
4	2	2	1147	1.999	810468	60	0	1
4	2	2	1148	1.999	771364	60	0	1
4	2	2	1149	1.999	808776	60	0	1
4	2	2	1150	1.999	764784	60	0	1
4	2	2	1151	1.999	801632	60	0	1
4	2	2	1152	1.999	776440	60	0	1
4	2	2	1153	1.999	776628	60	0	1
4	2	2	1154	1.999	787532	60	0	1
4	2	2	1155	1.999	777192	60	0	1
4	2	2	1157	1.999	769672	60	0	1
4	2	2	1158	1.999	808212	60	0	1
4	2	2	1159	1.999	771176	60	0	1
4	2	2	1160	1.999	785840	60	0	1
4	2	2	1161	1.999	784900	60	0	1
4	2	2	1162	1.999	777192	60	0	1
4	2	2	1163	1.999	774560	60	0	1
4	2	2	1164	1.999	755384	60	0	1
4	2	2	1165	1.999	776816	60	0	1
4	2	2	1166	1.999	768168	60	0	1
4	2	2	1167	1.999	795616	60	0	1
4	2	2	1168	1.999	773432	60	0	1
4	2	2	1169	1.999	786216	60	0	1
4	2	2	1170	1.999	784712	60	0	1
4	2	2	1171	1.999	785088	60	0	1
4	2	2	1172	1.999	794112	60	0	1
4	2	2	1173	1.999	754632	60	0	1
4	2	2	1174	1.999	799188	60	0	1
4	2	2	1175	1.999	764784	60	0	1
4	2	2	1176	1.999	793360	60	0	1
4	2	2	1177	1.999	770988	60	0	1
4	2	2	1178	1.999	776064	60	0	1
4	2	2	1179	1.999	781140	60	0	1
4	2	2	1180	1.999	771176	60	0	1
4	2	2	1181	1.999	796744	60	0	1
4	2	2	1182	1.999	761400	60	0	1
4	2	2	1183	1.999	797684	60	0	1
4	2	2	1184	1.999	769484	60	0	1
4	2	2	1185	1.999	807084	60	0	1
4	2	2	1186	1.999	780952	60	0	1
4	2	2	1187	1.999	761964	60	0	1
4	2	2	1188	1.999	796180	60	0	1
4	2	2	1189	1.999	771364	60	0	1
4	2	2	1190	1.999	801632	60	0	1
4	2	2	1191	1.999	760084	60	0	1
4	2	2	1192	1.999	803136	60	0	1
4	2	2	1193	1.999	789600	60	0	1
4	2	2	1194	1.999	809340	60	0	1
4	2	2	1195	1.999	770800	60	0	1
4	2	2	1196	1.999	790728	60	0	1
4	2	2	1197	1.999	792420	60	0	1
4	2	2	1198	1.999	778696	60	0	1
4	2	2	1199	1.999	781140	60	0	1
4	2	2	1200	1.999	750120	60	0	1
4	2	2	1201	1.999	810468	60	0	1
4	2	2	1202	1.999	780012	60	0	1
4	2	2	1203	1.999	805392	60	0	1
4	2	2	1204	1.999	790540	60	0	1
4	2	2	1205	1.999	795052	60	0	1
4	2	2	1206	1.999	796932	60	0	1
4	2	2	1207	1.999	791104	60	0	1
4	2	2	1208	1.999	795804	60	0	1
4	2	2	1209	1.999	764032	60	0	1
4	2	2	1210	1.999	777004	60	0	1
4	2	2	1211	1.999	761776	60	0	1
4	2	2	1212	1.999	795428	60	0	1
4	2	2	1213	1.999	777944	60	0	1
4	2	2	1214	1.999	776440	60	0	1
4	2	2	1215	1.999	770048	60	0	1
4	2	2	1216	1.999	780200	60	0	1
4	2	2	1217	1.999	805768	60	0	1
4	2	2	1218	1.999	782080	60	0	1
4	2	2	1219	1.999	823628	60	0	1
4	2	2	1220	1.999	783584	60	0	1
4	2	2	1221	1.999	781516	60	0	1
4	2	2	1222	1.999	789976	60	0	1
4	2	2	1223	1.999	789600	60	0	1
4	2	2	1224	1.999	795992	60	0	1
4	2	2	1225	1.999	757264	60	0	1
4	2	2	1226	1.999	798060	60	0	1
4	2	2	1227	1.999	748428	60	0	1
4	2	2	1228	1.999	802384	60	0	1
4	2	2	1229	1.999	797872	60	0	1
4	2	2	1230	1.999	779260	60	0	1
4	2	2	1231	1.999	773996	60	0	1
4	2	2	1232	1.999	760460	60	0	1
4	2	2	1233	1.999	809152	60	0	1
4	2	2	1234	1.999	784900	60	0	1
4	2	2	1235	1.999	793736	60	0	1
4	2	2	1236	1.999	756324	60	0	1
4	2	2	1237	1.999	786404	60	0	1
4	2	2	1238	1.999	787532	60	0	1
4	2	2	1239	1.999	792796	60	0	1
4	2	2	1240	1.999	804076	60	0	1
4	2	2	1241	1.999	792608	60	0	1
4	2	2	1242	1.999	809904	60	0	1
4	2	2	1243	1.999	779260	60	0	1
4	2	2	1244	1.999	801820	60	0	1
4	2	2	1245	1.999	763092	60	0	1
4	2	2	1246	1.999	798624	60	0	1
4	2	2	1247	1.999	787532	60	0	1
4	2	2	1248	1.999	774372	60	0	1
4	2	2	1249	1.999	802572	60	0	1
4	2	2	1250	1.999	767980	60	0	1
4	2	2	1251	1.999	810656	60	0	1
4	2	2	1252	1.999	781892	60	0	1
4	2	2	1253	1.999	819304	60	0	1
4	2	2	1254	1.999	780012	60	0	1
4	2	2	1255	1.999	806520	60	0	1
4	2	2	1256	1.999	790916	60	0	1
4	2	2	1257	1.999	795804	60	0	1
4	2	2	1258	1.999	801068	60	0	1
4	2	2	1259	1.999	786216	60	0	1
4	2	2	1260	1.999	780576	60	0	1
4	2	2	1261	1.999	756512	60	0	1
4	2	2	1262	1.999	806332	60	0	1
4	2	2	1263	1.999	769108	60	0	1
4	2	2	1264	2.033	807272	60	0	1
4	2	2	1265	2	777004	60	0	1
4	2	2	1266	2	798436	60	0	1
4	2	2	1267	2	776628	60	0	1
4	2	2	1268	2	795616	60	0	1
4	2	2	1269	2	789412	60	0	1
4	2	2	1270	2	768168	60	0	1
4	2	2	1271	2	801632	60	0	1
4	2	2	1272	2	769108	60	0	1
4	2	2	1273	2	794676	60	0	1
4	2	2	1274	2	781516	60	0	1
4	2	2	1275	2	797496	60	0	1
4	2	2	1276	2	794112	60	0	1
4	2	2	1277	2	781516	60	0	1
4	2	2	1278	2	788472	60	0	1
4	2	2	1279	2	782268	60	0	1
4	2	2	1280	2	784336	60	0	1
4	2	2	1281	2	773808	60	0	1
4	2	2	1282	2	813852	60	0	1
4	2	2	1283	2	776816	60	0	1
4	2	2	1284	2	794864	60	0	1
4	2	2	1285	2	781328	60	0	1
4	2	2	1286	2	767604	60	0	1
4	2	2	1287	2	776816	60	0	1
4	2	2	1288	2	783208	60	0	1
4	2	2	1289	2	802008	60	0	1
4	2	2	1290	2	774936	60	0	1
4	2	2	1291	2	809152	60	0	1
4	2	2	1292	2	779448	60	0	1
4	2	2	1293	2.066	759520	60	0	1
4	2	2	1294	1.999	785840	60	0	1
4	2	2	1296	1.999	790728	60	0	1
4	2	2	1297	1.999	764972	60	0	1
4	2	2	1298	1.999	805392	60	0	1
4	2	2	1299	1.999	755572	60	0	1
4	2	2	1300	1.999	784900	60	0	1
4	2	2	1301	1.999	768356	60	0	1
4	2	2	1302	1.999	772492	60	0	1
4	2	2	1303	1.999	783960	60	0	1
4	2	2	1304	1.999	793736	60	0	1
4	2	2	1305	1.999	804828	60	0	1
4	2	2	1306	1.999	773620	60	0	1
4	2	2	1307	1.999	800504	60	0	1
4	2	2	1308	1.999	751624	60	0	1
4	2	2	1309	1.999	777380	60	0	1
4	2	2	1310	1.999	791104	60	0	1
4	2	2	1311	1.999	784148	60	0	1
4	2	2	1312	1.999	791292	60	0	1
4	2	2	1313	1.999	777568	60	0	1
4	2	2	1314	1.999	795804	60	0	1
4	2	2	1315	1.999	770236	60	0	1
4	2	2	1316	1.999	783208	60	0	1
4	2	2	1317	1.999	749556	60	0	1
4	2	2	1318	1.999	793172	60	0	1
4	2	2	1319	1.999	792044	60	0	1
4	2	2	1320	1.999	790728	60	0	1
4	2	2	1321	1.999	792796	60	0	1
4	2	2	1322	1.999	788284	60	0	1
4	2	2	1323	1.999	773244	60	0	1
4	2	2	1324	1.999	769296	60	0	1
4	2	2	1325	1.999	822500	60	0	1
4	2	2	1326	1.999	779824	60	0	1
4	2	2	1327	1.999	802008	60	0	1
4	2	2	1328	1.999	776252	60	0	1
4	2	2	1329	1.999	764596	60	0	1
4	2	2	1330	1.999	776064	60	0	1
4	2	2	1331	1.999	783960	60	0	1
4	2	2	1332	1.999	796368	60	0	1
4	2	2	1333	1.999	765160	60	0	1
4	2	2	1334	1.999	813288	60	0	1
4	2	2	1335	1.999	769672	60	0	1
4	2	2	1336	1.999	783208	60	0	1
4	2	2	1337	1.999	804640	60	0	1
4	2	2	1338	1.999	769672	60	0	1
4	2	2	1339	1.999	799000	60	0	1
4	2	2	1340	1.999	782080	60	0	1
4	2	2	1341	1.999	796744	60	0	1
4	2	2	1342	1.999	779260	60	0	1
4	2	2	1343	1.999	810092	60	0	1
4	2	2	1344	1.999	781892	60	0	1
4	2	2	1345	1.999	800692	60	0	1
4	2	2	1346	1.999	770048	60	0	1
4	2	2	1347	1.999	767604	60	0	1
4	2	2	1348	1.999	790916	60	0	1
4	2	2	1349	2.033	773808	60	0	1
4	2	2	1350	2	803136	60	0	1
4	2	2	1351	2	782644	60	0	1
4	2	2	1352	2	811032	60	0	1
4	2	2	1353	2	775876	60	0	1
4	2	2	1354	2	791480	60	0	1
4	2	2	1355	2	794676	60	0	1
4	2	2	1356	2	784900	60	0	1
4	2	2	1357	2	797496	60	0	1
4	2	2	1358	2	758768	60	0	1
4	2	2	1359	2	798436	60	0	1
4	2	2	1360	2	773996	60	0	1
4	2	2	1361	2	805956	60	0	1
4	2	2	1362	2	786592	60	0	1
4	2	2	1363	2	791668	60	0	1
4	2	2	1364	2	794112	60	0	1
4	2	2	1365	2	787156	60	0	1
4	2	2	1366	2	800128	60	0	1
4	2	2	1367	2	768732	60	0	1
4	2	2	1368	2	791668	60	0	1
4	2	2	1369	2	775500	60	0	1
4	2	2	1370	2	800128	60	0	1
4	2	2	1371	2	782080	60	0	1
4	2	2	1372	2	797496	60	0	1
4	2	2	1373	2	798248	60	0	1
4	2	2	1374	2	760084	60	0	1
4	2	2	1376	2	764408	60	0	1
4	2	2	1377	2	799000	60	0	1
4	2	2	1378	2	771364	60	0	1
4	2	2	1379	2	813288	60	0	1
4	2	2	1380	2	786028	60	0	1
4	2	2	1381	2	805392	60	0	1
5	2	0.5	1393	0.5	226916	15	0	1
5	2	0.5	1395	0.5	215636	15	0	1
5	2	0.5	1396	0.5	231240	15	0	1
5	2	0.5	1401	0.5	227856	15	0	1
5	2	0.5	1403	0.5	231428	15	0	1
5	2	0.5	1405	0.5	233496	15	0	1
5	2	0.5	1407	0.5	225600	15	0	1
5	2	0.5	1410	0.5	232368	15	0	1
5	2	0.5	1413	0.5	226540	15	0	1
5	2	0.5	1416	0.5	233308	15	0	1
5	2	0.5	1418	0.5	232744	15	0	1
5	2	0.5	1421	0.5	222404	15	0	1
5	2	0.5	1424	0.5	230488	15	0	1
5	2	0.5	1427	0.5	227668	15	0	1
5	2	0.5	1429	0.5	227104	15	0	1
5	2	0.5	1432	0.5	226540	15	0	1
5	2	0.5	1434	0.5	231052	15	0	1
5	2	0.5	1437	0.5	231052	15	0	1
