arm	mode	kind	code	ms
a05-32-spread	spread	miss	404	533
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	526
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	340
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	423
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	314
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	401
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	348
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	314
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	522
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	369
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	499
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	441
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	472
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	428
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	463
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	395
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	342
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	455
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	209
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	424
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	452
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	318
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	499
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	355
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	350
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	427
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	245
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	431
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	432
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	297
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	496
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	463
a05-32-spread	spread	hit	200	4
a05-32-spread	spread	miss	404	448
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	344
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	359
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	459
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	155
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	410
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	599
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	447
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	491
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	465
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	472
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	679
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	431
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	457
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	318
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	405
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	459
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	396
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	400
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	361
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	419
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	340
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	343
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	328
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	504
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	422
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	430
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	477
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	574
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	366
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	377
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	431
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	365
a05-32-spread	spread	hit	200	4
a05-32-spread	spread	miss	404	484
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	471
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	399
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	369
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	389
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	381
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	198
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	470
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	496
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	290
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	453
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	335
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	400
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	513
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	475
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	297
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	420
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	473
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	468
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	348
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	440
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	445
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	530
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	408
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	302
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	341
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	342
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	442
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	533
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	419
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	209
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	489
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	378
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	407
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	527
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	444
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	443
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	468
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	334
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	443
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	478
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	286
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	392
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	464
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	305
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	429
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	452
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	305
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	317
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	466
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	524
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	510
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	547
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	387
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	477
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	254
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	503
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	501
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	551
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	449
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	152
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	445
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	427
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	431
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	253
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	471
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	327
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	490
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	191
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	168
a05-32-spread	spread	hit	200	4
a05-32-spread	spread	miss	404	324
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	528
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	303
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	416
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	441
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	204
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	512
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	542
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	305
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	459
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	494
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	435
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	407
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	547
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	407
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	374
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	374
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	455
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	473
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	335
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	446
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	576
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	486
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	321
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	300
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	374
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	234
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	381
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	418
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	351
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	440
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	483
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	372
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	374
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	295
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	476
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	363
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	471
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	211
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	291
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	395
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	511
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	474
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	667
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	438
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	304
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	360
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	508
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	216
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	172
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	341
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	419
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	292
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	458
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	619
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	280
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	472
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	476
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	515
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	506
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	470
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	521
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	466
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	388
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	304
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	527
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	338
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	399
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	378
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	357
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	426
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	445
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	431
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	454
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	391
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	562
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	540
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	212
a05-32-spread	spread	hit	200	4
a05-32-spread	spread	miss	404	417
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	464
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	387
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	399
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	229
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	353
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	303
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	703
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	413
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	215
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	374
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	380
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	452
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	505
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	331
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	394
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	496
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	564
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	347
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	209
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	533
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	388
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	205
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	389
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	410
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	482
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	489
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	430
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	558
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	408
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	386
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	469
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	471
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	466
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	463
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	334
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	294
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	485
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	427
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	381
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	501
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	414
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	451
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	456
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	517
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	499
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	307
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	449
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	496
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	468
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	333
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	425
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	399
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	454
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	795
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	440
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	449
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	507
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	833
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	357
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	330
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	396
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	507
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	558
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	627
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	449
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	477
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	367
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	391
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	456
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	487
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	418
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	422
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	405
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	400
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	414
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	575
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	411
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	556
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	476
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	372
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	483
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	454
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	377
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	443
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	389
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	432
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	304
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	498
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	394
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	507
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	342
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	451
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	487
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	433
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	500
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	409
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	386
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	391
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	444
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	449
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	356
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	320
a05-32-spread	spread	hit	200	2
a05-32-spread	spread	miss	404	400
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	421
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	457
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	305
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	365
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	219
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	383
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	402
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	391
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	242
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	394
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	440
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	381
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	294
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	487
a05-32-spread	spread	hit	200	1
a05-32-spread	spread	miss	404	392
a05-32-spread	spread	hit	200	3
a05-32-spread	spread	miss	404	451
a06-32-same	same	hit	200	3
a06-32-same	same	miss	404	417
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	545
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	522
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	322
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	310
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	373
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	299
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	306
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	396
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	471
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	394
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	490
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	403
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	427
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	412
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	378
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	493
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	440
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	354
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	391
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	349
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	438
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	651
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	328
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	463
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	497
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	532
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	504
a06-32-same	same	hit	200	2
a06-32-same	same	miss	404	337
a06-32-same	same	hit	200	2
a06-32-same	same	miss	404	553
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	449
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	511
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	265
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	305
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	376
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	563
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	534
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	405
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	425
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	314
a06-32-same	same	hit	200	3
a06-32-same	same	miss	404	415
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	426
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	405
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	498
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	494
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	511
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	406
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	449
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	448
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	394
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	270
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	395
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	472
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	388
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	501
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	250
a06-32-same	same	hit	200	1
a06-32-same	same	miss	404	437
