# In-browser weeb-3 concurrency sweep. arms [1,4], rounds 2, block 24.
# Retrieval budget 30000ms. A row at the bound is "did not complete", never a duration.
# Degraded rounds (canary missed), excluded by the analyser: []
# Scheduling probe: same-origin fetch p50 39ms (ceiling 500ms), document visible. Judge the environment, do not assume it.
# round 0 pos 0 arm 1: peers 200/0 -> 200/0, focused true
# round 0 pos 1 arm 4: peers 200/0 -> 200/0, focused true
# round 1 pos 0 arm 4: peers 200/0 -> 200/0, focused true
# round 1 pos 1 arm 1: peers 200/0 -> 200/0, focused true
# Summarise with: node deploy/scripts/concurrency-analysis.mjs <this file>
arm	round	ref	startMs	endMs	ms	bytes	status	overBudget
canary	0	001c74f611	572	3875	3303	4379272	200	
1	0	af8ae0bf75	3876	10138	6262	3387196	200	
1	0	1e85dd5433	10138	13949	3811	3447544	200	
1	0	1a9a68f9d1	13949	17354	3405	3440588	200	
1	0	404e43f22e	17354	20496	3142	3463524	200	
1	0	c7ac13750a	20496	23419	2923	3478940	200	
1	0	767cc90ce9	23419	26627	3208	3456192	200	
1	0	6914917a80	26627	29842	3215	3441152	200	
1	0	9d3b1f6754	29842	32830	2988	3410132	200	
1	0	a8c9989217	32830	36046	3216	3435888	200	
1	0	1f08605ba6	36046	39258	3212	3439084	200	
1	0	09ca666ffd	39258	42480	3222	3462584	200	
1	0	dd90b68748	42480	45585	3105	3441528	200	
1	0	fc2e3ca6cb	45586	48568	2982	3394152	200	
1	0	d978b46b93	48568	51768	3200	3453372	200	
1	0	880e6f4289	51768	55533	3765	3482888	200	
1	0	fa6d427d51	55533	58526	2993	3486836	200	
1	0	eec8b697e8	58526	61552	3026	3405620	200	
1	0	6370b23e5e	61552	64954	3402	3424420	200	
1	0	4dbcbd2847	64954	68027	3073	3512216	200	
1	0	cb48b2c11e	68027	71187	3160	3465404	200	
1	0	f53ef763b9	71187	74097	2910	3472736	200	
1	0	9c2420a1a3	74097	77351	3254	3415396	200	
1	0	ea67650cab	77352	80565	3213	3426676	200	
1	0	9b03fc96a5	80565	83368	2803	3456944	200	
4	0	6ff3b069d6	83368	93982	10614	3409004	200	
4	0	542050a3a7	83368	94830	11462	3443784	200	
4	0	fdb3869542	83368	95422	12054	3459764	200	
4	0	6ae45d71e4	83368	96289	12921	3499996	200	
4	0	6ebe1c25c4	93982	100954	6972	3400356	200	
4	0	5c379aef60	94830	107172	12342	3437204	200	
4	0	0c6813a463	95422	107564	12142	3450928	200	
4	0	83190c6a18	96289	107716	11427	3434572	200	
4	0	a41ec9ca99	100954	107778	6824	3465404	200	
4	0	af91376727	107778	117086	9308	3375916	200	
4	0	c895066ab1	107716	118109	10393	3417276	200	
4	0	2b1db3c1be	107172	118290	11118	3477624	200	
4	0	35212b00aa	117086	124503	7417	3436452	200	
4	0	06721718f5	107564	127674	20110	3465780	200	
4	0	4d1d7dc5e6	118290	128635	10345	3456380	200	
4	0	81f641ab4a	118109	131496	13387	3469728	200	
4	0	6df8ec80f4	124503	136497	11994	3455816	200	
4	0	251e3b4818	128635	137214	8579	3438144	200	
4	0	d2a66d8047	131496	138571	7075	3466908	200	
4	0	5830550ed2	127674	139644	11970	3439836	200	
4	0	cf35a4245c	138571	148227	9656	3461456	200	
4	0	7877e56059	137214	148597	11383	3444724	200	
4	0	633123da7d	136497	149220	12723	3452996	200	
4	0	70f6e54b49	139644	149300	9656	3421224	200	
canary	1	0020fbf428	149301	153282	3981	4706580	200	
4	1	20169cb866	153283	165192	11909	3463524	200	
4	1	9755b91475	153283	165600	12317	3435700	200	
4	1	de1867ab28	153283	165818	12535	3441528	200	
4	1	ac28e485bd	153283	165838	12555	3455628	200	
4	1	53a20ce2c5	165192	170968	5776	3428932	200	
4	1	9d45bfed5f	170968	177838	6870	3411636	200	
4	1	dc96c91b02	165600	178375	12775	3439084	200	
4	1	2a5ccb766b	165818	178431	12613	3459576	200	
4	1	902a89be77	165838	178586	12748	3420660	200	
4	1	ab8a97363d	178375	189711	11336	3437016	200	
4	1	85921b0684	177838	191514	13676	3479128	200	
4	1	e6a81f02fd	178586	191575	12989	3416712	200	
4	1	66abefc528	178431	192058	13627	3499620	200	
4	1	b4a40023a7	189711	194285	4574	3423856	200	
4	1	280336bb99	191514	200659	9145	3468412	200	
4	1	5be739a589	191575	204622	13047	3470856	200	
4	1	0080570ed3	192058	206533	14475	3419532	200	
4	1	15208c87cf	194285	206994	12709	3433256	200	
4	1	6fe29096a6	200659	207594	6935	3419908	200	
4	1	f7952e43cd	206533	214983	8450	3458072	200	
4	1	f73dc9ea09	206994	215887	8893	3423668	200	
4	1	f01c45aa2b	204622	217581	12959	3460892	200	
4	1	6e9a877a2d	207594	218910	11316	3416336	200	
4	1	39f13df095	214983	220802	5819	3425736	200	
1	1	b69a9d0f80	220802	223703	2901	3458824	200	
1	1	1126ac4f20	223703	226668	2965	3469164	200	
1	1	03898330e0	226668	229755	3087	3452620	200	
1	1	37620b2324	229755	232966	3211	3410508	200	
1	1	1cc651aeac	232966	235485	2519	3480820	200	
1	1	0101e406fb	235485	238702	3217	3481760	200	
1	1	2239f4553e	238702	241568	2866	3494544	200	
1	1	647bf2ca4e	241568	244482	2914	3438332	200	
1	1	435aa082ce	244482	247138	2656	3424044	200	
1	1	813b9d8d97	247138	249859	2721	3434760	200	
1	1	31ec6f140b	249859	252933	3074	3446604	200	
1	1	3d5639b38c	252933	255733	2800	3474616	200	
1	1	d0e0512380	255733	259085	3352	3421788	200	
1	1	a03cf971be	259085	261904	2819	3427240	200	
1	1	0a0a86bb38	261905	264534	2629	3477436	200	
1	1	76823cb9a8	264534	267446	2912	3464088	200	
1	1	005ecb3ade	267446	270221	2775	3434196	200	
1	1	045317445b	270221	272806	2585	3432316	200	
1	1	7b755b88ec	272806	276031	3225	3439272	200	
1	1	63ecd595ef	276031	278491	2460	3456568	200	
1	1	595f035fe6	278492	281325	2833	3451116	200	
1	1	1868c5a6f7	281325	284430	3105	3473300	200	
1	1	e35c754a43	284430	287395	2965	3461268	200	
1	1	ef2671ea24	287395	289855	2460	3484392	200	
warm	-1	63ecd595ef	289855	289866	11	3456568	200	
warm	-1	595f035fe6	289866	289874	8	3451116	200	
warm	-1	1868c5a6f7	289874	289881	7	3473300	200	
warm	-1	e35c754a43	289881	289887	6	3461268	200	
warm	-1	ef2671ea24	289887	289893	6	3484392	200	
